股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260320],p_high,p_low,p_low,开盘价:前复权[20260320],最高价:前复权[20260320],最低价:前复权[20260320],收盘价:前复权[20260320],振幅[20260320],成交量[20260320],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1445.0,1452.96,-0.54168646,1462.5,1439,1/5521,1452.96,1462.5,1439,1445.0,1.617488,2613234,17,600519,20260320
688256.SH,寒武纪,1699.96,20.00028236024932,1025.0,1039.19,-1.15909047,1065.65,1001.01,2/5521,1039.19,1065.65,1001.01,1025.0,6.233245,1.0195162E7,17,688256,20260320
688498.SH,源杰科技,1571.0,3.6963696369636962,1114.99,992.74,17.36736842,1140,988,3/5521,992.74,1140,988,1114.99,16,6161506,17,688498,20260320
688027.SH,国盾量子,572.19,2.385212754536027,643.0,640,1.39396998,649.59,631.01,4/5521,640,649.59,631.01,643.0,2.929859,1993381,17,688027,20260320
300308.SZ,中际旭创,857.5,1.4792899408284024,612.0,605,6.39777469,632.72,604.1,5/5521,604,631.72,603.1,611.0,4.97566,5.3853942E7,33,300308,20260320
688802.SH,沐曦股份,758.03,6.261915442413362,573.79,561.2,2.75608883,579,558.4,6/5521,561.2,579,558.4,573.79,3.689111,2315000,17,688802,20260320
688795.SH,摩尔线程,715.7,3.784802784222741,548.63,547.99,-0.01275743,561.49,547.99,7/5521,547.99,561.49,547.99,548.63,2.46036,1476520,17,688795,20260320
300502.SZ,新易盛,525.79,-2.0875232774674184,477.05,468,8.32198002,490.28,458.88,8/5521,468,490.28,458.88,477.05,7.129881,6.7192214E7,33,300502,20260320
002371.SZ,北方华创,536.99,5.145777447083478,468.72,461.48,1.53586205,474.02,458.5,9/5521,461.48,474.02,458.5,468.72,3.361999,8138508,33,002371,20260320
300750.SZ,宁德时代,436.0,-2.0224719101123596,413.0,405.08,3.12109863,422.08,400.13,10/5521,398.123,415.123,393.173,406.04,5.480649,5.3729677E7,33,300750,20260320
603444.SH,吉比特,406.61,-2.163137632338789,372.3,376.26,-0.39595484,379.88,372.15,11/5521,376.26,379.88,372.15,372.3,2.068061,1087288,17,603444,20260320
300757.SZ,罗博特科,482.1,-1.2737549148099547,362.5,365.01,3.49750178,379.63,362.2,12/5521,365.01,379.63,362.2,362.5,4.976445,9511234,33,300757,20260320
920045.BJ,蘅东光,551.02,-3.41793451588025,347.99,356.11,1.60291971,369.99,347.99,13/5521,356.11,369.99,347.99,347.99,6.423357,1524521,151,920045,20260320
688809.SH,强一股份,423.25,3.8650306748466257,345.28,353,-1.62962963,356,345,14/5521,353,356,345,345.28,3.133903,1459152,17,688809,20260320
688072.SH,拓荆科技,445.0,5.034578799537371,347.87,336.99,4.30259055,362.55,334,15/5521,336.99,362.55,334,347.87,8.560206,6355441,17,688072,20260320
001309.SZ,德明利,524.81,0.3595127454917476,331.52,349.5,-3.90724638,351,330.33,16/5521,349.1,350.6,329.93,331.12,5.991304,1.5879966E7,33,001309,20260320
301308.SZ,江波龙,401.12,-3.1812696113927124,330.1,349.85,-7.40532959,351.49,328,17/5521,349.85,351.49,328,330.1,6.58906,2.1820986E7,33,301308,20260320
300033.SZ,同花顺,235.0,0.6639537374170107,316.1,323,-1.93280179,324.87,314.43,18/5521,227.07142857,228.40714286,220.95,222.14,3.238916,9083716,33,300033,20260320
300394.SZ,天孚通信,307.5,-1.1540068790382125,312.0,335,1.30199032,336.63,312,19/5521,335,336.63,312,312.0,7.997012,4.0079712E7,33,300394,20260320
688012.SH,中微公司,376.3,4.597509450744947,309.3,315.67,-1.52817574,319.9,308.84,20/5521,315.67,319.9,308.84,309.3,3.521171,8601857,17,688012,20260320
688502.SH,茂莱光学,474.5,-0.08422825858074906,307.0,311.99,-1.57101635,320.8,306.5,21/5521,311.99,320.8,306.5,307.0,4.584802,693473,17,688502,20260320
688167.SH,炬光科技,357.98,2.4556382369776877,312.1,319.99,3.34779297,329.88,303.36,22/5521,319.99,329.88,303.36,312.1,8.781747,8127547,17,688167,20260320
603986.SH,兆易创新,312.99,1.327333354915997,290.2,305.55,-4.43888303,306.7,290,23/5521,305.55,306.7,290,290.2,5.499209,3.1253644E7,17,603986,20260320
688785.SH,恒运昌,325.05,3.4861509073543417,285.3,286.75,-0.79972184,293.95,285.28,24/5521,286.75,293.95,285.28,285.3,3.014603,765223,17,688785,20260320
301629.SZ,矽电股份,305.13,-1.1564625850340113,289.9,296,-0.03448276,300,282.27,25/5521,296,300,282.27,289.9,6.113793,1869275,33,301629,20260320
300476.SZ,胜宏科技,328.49,-1.6114056369245502,278.72,281,0.51933064,286.9,277.76,26/5521,279.0050623,284.9050623,275.7650623,276.73,3.296306,3.3151655E7,33,300476,20260320
688766.SH,普冉股份,271.09,1.266342921180421,280.01,292.51,-4.4334471,298.93,273.63,27/5521,292.51,298.93,273.63,280.01,8.634812,7881479,17,688766,20260320
688506.SH,百利天恒,272.74,0.64206642066421,271.48,269.38,0.7795679,281.44,267.7,28/5521,269.38,281.44,267.7,271.48,5.100601,1595087,17,688506,20260320
688200.SH,华峰测控,349.5,4.315902578796555,270.0,271.53,1.31332083,277.75,267.32,29/5521,271.53,277.75,267.32,270.0,3.913696,2665529,17,688200,20260320
688411.SH,海博思创,257.3,0.6611634912562097,271.0,258,5.05911998,282.88,255.5,30/5521,258,282.88,255.5,271.0,10.61446,1.0219259E7,17,688411,20260320
300870.SZ,欧陆通,404.0,7.44966621452698,253.61,257,-0.23210071,264,253.45,31/5521,257,264,253.45,253.61,4.150275,5575062,33,300870,20260320
688111.SH,金山办公,251.94,1.075182540319348,252.7,260.8,-3.05006714,261.5,251.03,32/5521,260.8,261.5,251.03,252.7,4.01688,5267987,17,688111,20260320
002916.SZ,深南电路,312.5,-0.6390893771263206,249.68,251.82,-0.12400496,256.77,248.01,33/5521,251.82,256.77,248.01,249.68,3.50414,7889694,33,002916,20260320
300751.SZ,迈为股份,238.88,7.914709071196233,273.6,253.85,9.18668689,299.09,245.5,34/5521,253.85,299.09,245.5,273.6,21.386383,1.9896457E7,33,300751,20260320
301626.SZ,苏州天脉,279.16,3.638253638253642,247.0,253.63,2.0661157,274.73,244.1,35/5521,253.63,274.73,244.1,247.0,12.657024,5198895,33,301626,20260320
603061.SH,金海通,254.85,0.8867424092474488,243.6,247.8,-1.39647845,251.98,240.93,36/5521,170.63448276,173.51724138,165.89655172,167.74,4.472778,1246100,17,603061,20260320
603129.SH,春风动力,274.73,-0.46014492753622527,240.0,249.14,-2.62901655,249.14,238.3,37/5521,249.14,249.14,238.3,240.0,4.397922,1624044,17,603129,20260320
688627.SH,精智达,293.03,1.7500607659988068,248.3,244.5,2.99912888,255.5,238.27,38/5521,244.5,255.5,238.27,248.3,7.147301,5597519,17,688627,20260320
688525.SH,佰维存储,265.08,-1.4572490706319763,238.88,247.86,-1.76823752,248,233.1,39/5521,247.86,248,233.1,238.88,6.127148,3.8831649E7,17,688525,20260320
688019.SH,安集科技,250.2,2.147464685229032,232.28,234.02,-0.46280425,237.97,232.28,40/5521,234.02,237.97,232.28,232.28,2.438292,2543872,17,688019,20260320
688617.SH,惠泰医疗,237.87,-2.0143351458230296,231.59,234.99,-1.02991453,237.37,231.46,41/5521,234.99,237.37,231.46,231.59,2.525641,723666,17,688617,20260320
605499.SH,东鹏饮料,203.84,-2.155234483751744,228.09,229.96,-0.80887149,232.49,228.09,42/5521,229.96,232.49,228.09,228.09,1.913459,1628871,17,605499,20260320
688235.SH,百济神州,234.8,-0.6389911556853247,227.57,235,-3.16170213,237.8,227.57,43/5521,235,237.8,227.57,227.57,4.353191,2375100,17,688235,20260320
688125.SH,安达智能,212.69,-0.3793911007025772,231.27,230.35,0.77124183,242.12,226.81,44/5521,230.35,242.12,226.81,231.27,6.671023,829979,17,688125,20260320
688692.SH,达梦数据,263.73,2.5588178106163877,224.8,236.93,-4.54352442,236.97,224.8,45/5521,236.93,236.97,224.8,224.8,5.167728,1400688,17,688692,20260320
688195.SH,腾景科技,332.0,2.5450951321966917,234.11,221.92,8.93904141,254,221.61,46/5521,221.92,254,221.61,234.11,15.072126,1.5852707E7,17,688195,20260320
688807.SH,优迅股份,355.0,-2.2577092511013186,220.19,225,1.10197897,235.98,219.7,47/5521,225,235.98,219.7,220.19,7.47509,2643926,17,688807,20260320
301205.SZ,联特科技,235.4,-1.4732965009208028,219.99,232.31,0.57605267,234.8,219.14,48/5521,232.31,234.8,219.14,219.99,7.159511,1.328009E7,33,301205,20260320
688041.SH,海光信息,296.25,6.270402123614456,216.42,224.5,-2.78938148,225.5,216,49/5521,224.5,225.5,216,216.42,4.267169,2.0227563E7,17,688041,20260320
601869.SH,长飞光纤,353.9,-4.485587822519704,216.88,222.3,0.43995739,233.6,215.08,50/5521,222.3,233.6,215.08,216.88,8.576853,2.050149E7,17,601869,20260320
688025.SH,杰普特,356.01,9.879629629629626,212.1,219,0.20314641,224.55,211,51/5521,219,224.55,211,212.1,6.401473,5357204,17,688025,20260320
300857.SZ,协创数据,259.7,-4.441255473378222,219.25,261.49,-14.88742236,262.99,206.08,52/5521,186.53571429,187.60714286,146.95714286,156.36,22.092391,3.9652823E7,33,300857,20260320
002028.SZ,思源电气,195.0,-0.944833892106072,203.7,212.05,-3.50544766,213.77,203,53/5521,212.05,213.77,203,203.7,5.101847,1.0229331E7,33,002028,20260320
688048.SH,长光华芯,352.03,0.23633257403188615,203.14,199.99,11.2547237,218.8,199.99,54/5521,199.99,218.8,199.99,203.14,10.301768,2.6488386E7,17,688048,20260320
301345.SZ,涛涛车业,270.01,2.2339176858127208,200.05,199.68,0.48219398,203.5,198.6,55/5521,198.18,202,197.1,198.55,2.461198,1223850,33,301345,20260320
