股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260309],p_high,p_low,p_low,开盘价:前复权[20260309],最高价:前复权[20260309],最低价:前复权[20260309],收盘价:前复权[20260309],振幅[20260309],成交量[20260309],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1397.0,1390,-0.35663338,1404.9,1383.2,1/5521,1390,1404.9,1383.2,1397.0,1.547788,3744162,17,600519,20260309
688256.SH,寒武纪,1699.96,20.00028236024932,1125.99,1120,-2.5015586,1133.75,1092.99,2/5521,1120,1133.75,1092.99,1125.99,3.529371,6025840,17,688256,20260309
688498.SH,源杰科技,1571.0,3.6963696369636962,806.3,806.93,-5.24150899,817.87,762.02,3/5521,806.93,817.87,762.02,806.3,6.563638,3715870,17,688498,20260309
688027.SH,国盾量子,572.19,2.385212754536027,681.1,678,-2.68331714,688.99,670.01,4/5521,678,688.99,670.01,681.1,2.711893,2921915,17,688027,20260309
688795.SH,摩尔线程,715.7,3.784802784222741,568.5,570.03,-2.15146299,571.99,551.38,5/5521,570.03,571.99,551.38,568.5,3.547332,1802054,17,688795,20260309
300308.SZ,中际旭创,857.5,1.4792899408284024,525.99,520.1,-3.57299993,528.3,506,6/5521,519.1,527.3,505,524.99,4.088142,3.1474315E7,33,300308,20260309
688802.SH,沐曦股份,758.03,6.261915442413362,510.7,521,-4.31312299,521.03,500,7/5521,521,521.03,500,510.7,3.940268,1433753,17,688802,20260309
002371.SZ,北方华创,536.99,5.145777447083478,452.64,448,-2.73754781,453.55,435.5,8/5521,448,453.55,435.5,452.64,3.87855,9509381,33,002371,20260309
603444.SH,吉比特,406.61,-2.163137632338789,381.0,380,-1.99609013,382.5,373.6,9/5521,380,382.5,373.6,381.0,2.28933,1450713,17,603444,20260309
300502.SZ,新易盛,525.79,-2.0875232774674184,384.0,380,-4.47761194,387.32,369.32,10/5521,380,387.32,369.32,384.0,4.477611,4.4166394E7,33,300502,20260309
688072.SH,拓荆科技,445.0,5.034578799537371,360.61,348.4,-4.39819724,364.38,347.37,11/5521,348.4,364.38,347.37,360.61,4.509544,6456275,17,688072,20260309
