股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260424],p_high,p_low,p_low,开盘价:前复权[20260424],最高价:前复权[20260424],最低价:前复权[20260424],收盘价:前复权[20260424],振幅[20260424],成交量[20260424],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1458.49,1413.1,2.78294574,1458.88,1413.1,1/5521,1413.1,1458.88,1413.1,1458.49,3.226215,5545531,17,600519,20260425
688498.SH,源杰科技,1571.0,3.6963696369636962,1395.0,1393.99,7.16851017E-4,1430.14,1345.66,2/5521,1393.99,1430.14,1345.66,1395.0,6.055957,3804950,17,688498,20260425
688256.SH,寒武纪,1699.96,20.00028236024932,1352.5,1319.64,2.2297808,1409.58,1281.58,3/5521,1319.64,1409.58,1281.58,1352.5,9.674981,1.2407144E7,17,688256,20260425
300308.SZ,中际旭创,857.5,1.4792899408284024,886.99,900.25,-1.11594203,915,854.53,4/5521,899.25,914,853.53,885.99,6.74136,3.8388441E7,33,300308,20260425
688808.SH,联讯仪器,1033.33,11.350215517241372,799.0,736.92,875.81827064,859.88,688.99,5/5521,736.92,859.88,688.99,799.0,208.707865,1.517853E7,17,688808,20260425
688802.SH,沐曦股份,758.03,6.261915442413362,718.0,666.67,7.1641791,725,643.08,6/5521,666.67,725,643.08,718.0,12.226865,4689979,17,688802,20260425
688795.SH,摩尔线程,715.7,3.784802784222741,638.5,605,5.42914699,645.5,595,7/5521,605,645.5,595,638.5,8.338562,4201408,17,688795,20260425
688027.SH,国盾量子,572.19,2.385212754536027,550.08,559,-1.92729412,565.99,543.01,8/5521,559,565.99,543.01,550.08,4.09706,2008293,17,688027,20260425
300502.SZ,新易盛,525.79,-2.0875232774674184,537.27,552.76,-11.67390018,566.66,528.01,9/5521,552.76,566.66,528.01,537.27,6.353981,9.1387113E7,33,300502,20260425
920045.BJ,蘅东光,551.02,-3.41793451588025,535.0,577,-9.3220339,583.85,527.48,10/5521,577,583.85,527.48,535.0,9.554237,1641188,151,920045,20260425
300757.SZ,罗博特科,482.1,-1.2737549148099547,501.43,515.5,-2.801039,535.08,500.05,11/5521,515.5,535.08,500.05,501.43,6.790338,7385164,33,300757,20260425
