股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260312],p_high,p_low,p_low,开盘价:前复权[20260312],最高价:前复权[20260312],最低价:前复权[20260312],收盘价:前复权[20260312],振幅[20260312],成交量[20260312],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1392.0,1395,-0.57142857,1403.95,1391.01,1/5521,1395,1403.95,1391.01,1392.0,0.924285,2758646,17,600519,20260312
688256.SH,寒武纪,1699.96,20.00028236024932,1099.0,1099,0,1121.2,1077.86,2/5521,1099,1121.2,1077.86,1099.0,3.943585,6262527,17,688256,20260312
688498.SH,源杰科技,1571.0,3.6963696369636962,880.0,899.11,-2.27651305,919.02,866.32,3/5521,899.11,919.02,866.32,880.0,5.852304,2634447,17,688498,20260312
688027.SH,国盾量子,572.19,2.385212754536027,650.0,657,-1.81268882,666.66,638,4/5521,657,666.66,638,650.0,4.329305,2621811,17,688027,20260312
688795.SH,摩尔线程,715.7,3.784802784222741,557.18,569.84,-2.79483601,573,553,5/5521,569.84,573,553,557.18,3.489183,1502381,17,688795,20260312
300308.SZ,中际旭创,857.5,1.4792899408284024,534.8,557.25,-3.58404846,563.58,528.5,6/5521,556.25,562.58,527.5,533.8,6.324367,2.3911726E7,33,300308,20260312
688802.SH,沐曦股份,758.03,6.261915442413362,519.97,533.88,-3.22898831,534,515,7/5521,533.88,534,515,519.97,3.536067,1242709,17,688802,20260312
002371.SZ,北方华创,536.99,5.145777447083478,457.99,457,-0.86581961,462,450.84,8/5521,457,462,450.84,457.99,2.415636,6747761,33,002371,20260312
300750.SZ,宁德时代,436.0,-2.0224719101123596,395.5,400,-0.32762097,400.9,392.7,9/5521,393.043,393.943,385.743,388.54,2.066532,2.9150375E7,33,300750,20260312
603444.SH,吉比特,406.61,-2.163137632338789,381.0,387.36,-2.05151936,389.76,379.23,10/5521,387.36,389.76,379.23,381.0,2.70708,1128802,17,603444,20260312
300502.SZ,新易盛,525.79,-2.0875232774674184,378.77,400.01,-3.67723724,404.85,375.67,11/5521,400.01,404.85,375.67,378.77,7.420593,3.4618693E7,33,300502,20260312
920045.BJ,蘅东光,551.02,-3.41793451588025,391.5,378,1.42487047,396.85,369.21,12/5521,378,396.85,369.21,391.5,7.160621,1195262,151,920045,20260312
300757.SZ,罗博特科,482.1,-1.2737549148099547,378.37,383.2,-1.03575445,395.9,367.06,13/5521,383.2,395.9,367.06,378.37,7.543221,8554038,33,300757,20260312
688809.SH,强一股份,423.25,3.8650306748466257,345.91,352,-2.56056338,359.8,341.6,14/5521,352,359.8,341.6,345.91,5.12676,1586104,17,688809,20260312
688072.SH,拓荆科技,445.0,5.034578799537371,341.51,359.26,-5.00417246,359.84,337,15/5521,359.26,359.84,337,341.51,6.353268,4714349,17,688072,20260312
688502.SH,茂莱光学,474.5,-0.08422825858074906,340.44,353.23,-4.33854108,357.44,335.65,16/5521,353.23,357.44,335.65,340.44,6.12285,839270,17,688502,20260312
300033.SZ,同花顺,235.0,0.6639537374170107,325.06,322.42,0.12937408,326.88,321.21,17/5521,226.65714286,229.84285714,225.79285714,228.54,1.74655,7190869,33,300033,20260312
688167.SH,炬光科技,357.98,2.4556382369776877,340.7,327,3.24242424,346.68,316.88,18/5521,327,346.68,316.88,340.7,9.030303,7173020,17,688167,20260312
688785.SH,恒运昌,325.05,3.4861509073543417,321.82,331.18,-2.82625762,335.85,316.58,19/5521,331.18,335.85,316.58,321.82,5.818588,542666,17,688785,20260312
301308.SZ,江波龙,401.12,-3.1812696113927124,319.0,323.5,-1.72217259,331.2,315.01,20/5521,323.5,331.2,315.01,319.0,4.98783,1.2511184E7,33,301308,20260312
300394.SZ,天孚通信,307.5,-1.1540068790382125,334.04,331,0.918429,336.8,314.61,21/5521,331,336.8,314.61,334.04,6.703927,3.5686105E7,33,300394,20260312
688012.SH,中微公司,376.3,4.597509450744947,315.33,320,-1.55167031,326.29,313.33,22/5521,320,326.29,313.33,315.33,4.046206,7284550,17,688012,20260312
